Unidade;Sigla;Conhecimento;Relevancia (Score);Ordem;Tipo_de_Conhecimento;Grau_Conhecimento_Instalado
Serviço de Atendimento ao Usuário e Administração de Rede;SERED;Ciência da Informação > Tecnologia da Informação > Sistemas Eletrônicos para Melhoria de Produtividade;47.10%;1;Essencial;1
Serviço de Atendimento ao Usuário e Administração de Rede;SERED;Ciência da Informação > Tecnologia da Informação > Gerenciamento de Serviços de TI;45.70%;2;Essencial;1
Serviço de Atendimento ao Usuário e Administração de Rede;SERED;Ciência da Informação > Tecnologia da Informação > Gestão da Informação e Documentação;45.38%;3;Essencial;1
Serviço de Atendimento ao Usuário e Administração de Rede;SERED;Ciência da Informação > Tecnologia da Informação > Gerenciamento de Equipes de TI;43.06%;4;Essencial;1
Serviço de Atendimento ao Usuário e Administração de Rede;SERED;Ciência da Informação > Tecnologia da Informação > Devops;42.92%;5;Essencial;1
Divisão de Governança Setorial de Administração;DIGOV-DIRAD;Ciência da Informação > Tecnologia da Informação > Internet das Coisas;25.96%;1;Essencial;1
Divisão de Governança Setorial de Administração;DIGOV-DIRAD;Ciência da Informação > Gestão da Informação e do Conhecimento > Gestão de Processos;23.37%;2;Essencial;1
Divisão de Governança Setorial de Administração;DIGOV-DIRAD;Ciência da Informação > Gestão da Informação e do Conhecimento > Gestão da Mudança;23.34%;3;Essencial;1
Divisão de Governança Setorial de Administração;DIGOV-DIRAD;Ciência da Informação > Gestão da Informação e do Conhecimento > Gestão da Marca;23.34%;4;Essencial;1
Divisão de Governança Setorial de Administração;DIGOV-DIRAD;Ciência da Informação > Gestão da Informação e do Conhecimento > Gestão de Documentos;20.88%;5;Essencial;1
Diretoria de Patentes, Programas de Computador e Topografias de Circuitos Integrados;DIRPA;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Prestação de Contas;23.74%;1;Apoio;1
Diretoria de Patentes, Programas de Computador e Topografias de Circuitos Integrados;DIRPA;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;23.67%;2;Apoio;1
Diretoria de Patentes, Programas de Computador e Topografias de Circuitos Integrados;DIRPA;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;23.59%;3;Apoio;1
Diretoria de Patentes, Programas de Computador e Topografias de Circuitos Integrados;DIRPA;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;23.47%;4;Apoio;1
Diretoria de Patentes, Programas de Computador e Topografias de Circuitos Integrados;DIRPA;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Modelos de Utilidade;22.09%;5;Apoio;1
Divisão de Governança Setorial de Patentes, Programas de Computador e Topografia de Circuitos Integrados;DIGOV-DIRPA;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;23.84%;1;Apoio;1
Divisão de Governança Setorial de Patentes, Programas de Computador e Topografia de Circuitos Integrados;DIGOV-DIRPA;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;22.21%;2;Apoio;1
Divisão de Governança Setorial de Patentes, Programas de Computador e Topografia de Circuitos Integrados;DIGOV-DIRPA;Engenharia Mecânica > Processos de Fabricação > Sistemas de Bombas de Calefação;20.97%;3;Apoio;1
Divisão de Governança Setorial de Patentes, Programas de Computador e Topografia de Circuitos Integrados;DIGOV-DIRPA;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;20.10%;4;Apoio;1
Divisão de Governança Setorial de Patentes, Programas de Computador e Topografia de Circuitos Integrados;DIGOV-DIRPA;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;19.85%;5;Apoio;1
Serviço de Relacionamento com Parceiros e Usuários;SERPU;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;33.46%;1;Apoio;1
Serviço de Relacionamento com Parceiros e Usuários;SERPU;Matemática > Análise > Análise e Melhoria de Processos;17.23%;2;Apoio;1
Serviço de Relacionamento com Parceiros e Usuários;SERPU;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;16.35%;3;Apoio;1
Serviço de Relacionamento com Parceiros e Usuários;SERPU;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;15.27%;4;Apoio;1
Serviço de Relacionamento com Parceiros e Usuários;SERPU;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;15.04%;5;Apoio;1
Coordenação-Geral de Patentes I;CGPAT-I;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;20.47%;1;Apoio;1
Coordenação-Geral de Patentes I;CGPAT-I;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;16.83%;2;Apoio;1
Coordenação-Geral de Patentes I;CGPAT-I;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;16.73%;3;Apoio;1
Coordenação-Geral de Patentes I;CGPAT-I;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;16.28%;4;Apoio;1
Coordenação-Geral de Patentes I;CGPAT-I;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Equipamento para Preparo ou Processamento de Massas;15.45%;5;Apoio;1
Divisão de Patentes I;DIPAT-I;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes I;DIPAT-I;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes I;DIPAT-I;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes I;DIPAT-I;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes I;DIPAT-I;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes II;DIPAT-II;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes II;DIPAT-II;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes II;DIPAT-II;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes II;DIPAT-II;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes II;DIPAT-II;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes III;DIPAT-III;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes III;DIPAT-III;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes III;DIPAT-III;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes III;DIPAT-III;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes III;DIPAT-III;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes IV;DIPAT-IV;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes IV;DIPAT-IV;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes IV;DIPAT-IV;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes IV;DIPAT-IV;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes IV;DIPAT-IV;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes V;DIPAT-V;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes V;DIPAT-V;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes V;DIPAT-V;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes V;DIPAT-V;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes V;DIPAT-V;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Coordenação-Geral de Patentes II;CGPAT-II;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;20.47%;1;Apoio;1
Coordenação-Geral de Patentes II;CGPAT-II;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;16.83%;2;Apoio;1
Coordenação-Geral de Patentes II;CGPAT-II;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;16.73%;3;Apoio;1
Coordenação-Geral de Patentes II;CGPAT-II;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;16.28%;4;Apoio;1
Coordenação-Geral de Patentes II;CGPAT-II;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Equipamento para Preparo ou Processamento de Massas;15.45%;5;Apoio;1
Divisão de Patentes VI;DIPAT-VI;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes VI;DIPAT-VI;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes VI;DIPAT-VI;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes VI;DIPAT-VI;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes VI;DIPAT-VI;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes VII;DIPAT-VII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes VII;DIPAT-VII;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes VII;DIPAT-VII;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes VII;DIPAT-VII;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes VII;DIPAT-VII;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes VIII;DIPAT-VIII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes VIII;DIPAT-VIII;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes VIII;DIPAT-VIII;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes VIII;DIPAT-VIII;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes VIII;DIPAT-VIII;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes IX;DIPAT-IX;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes IX;DIPAT-IX;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes IX;DIPAT-IX;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes IX;DIPAT-IX;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes IX;DIPAT-IX;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes X;DIPAT-X;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes X;DIPAT-X;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes X;DIPAT-X;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes X;DIPAT-X;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes X;DIPAT-X;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Coordenação-Geral de Patentes III;CGPAT-III;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;20.47%;1;Apoio;1
Coordenação-Geral de Patentes III;CGPAT-III;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;16.83%;2;Apoio;1
Coordenação-Geral de Patentes III;CGPAT-III;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;16.73%;3;Apoio;1
Coordenação-Geral de Patentes III;CGPAT-III;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;16.28%;4;Apoio;1
Coordenação-Geral de Patentes III;CGPAT-III;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Equipamento para Preparo ou Processamento de Massas;15.45%;5;Apoio;1
Divisão de Patentes XI;DIPAT-XI;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XI;DIPAT-XI;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XI;DIPAT-XI;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XI;DIPAT-XI;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XI;DIPAT-XI;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XII;DIPAT-XII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XII;DIPAT-XII;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XII;DIPAT-XII;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XII;DIPAT-XII;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XII;DIPAT-XII;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XIII;DIPAT-XIII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XIII;DIPAT-XIII;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XIII;DIPAT-XIII;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XIII;DIPAT-XIII;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XIII;DIPAT-XIII;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XIV;DIPAT-XIV;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XIV;DIPAT-XIV;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XIV;DIPAT-XIV;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XIV;DIPAT-XIV;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XIV;DIPAT-XIV;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XV;DIPAT-XV;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XV;DIPAT-XV;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XV;DIPAT-XV;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XV;DIPAT-XV;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XV;DIPAT-XV;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Coordenação-Geral de Patentes IV;CGPAT-IV;Engenharia Mecânica > Projetos de Máquinas > Elementos ou Unidades de Engenharia;20.47%;1;Apoio;1
Coordenação-Geral de Patentes IV;CGPAT-IV;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;16.83%;2;Apoio;1
Coordenação-Geral de Patentes IV;CGPAT-IV;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;16.73%;3;Apoio;1
Coordenação-Geral de Patentes IV;CGPAT-IV;Engenharia Sanitária > Tratamento de Águas de Abastecimento e Residuárias > Tratamento de Água, de Águas Residuais, de Esgotos ou de Lamas e Lodos;16.28%;4;Apoio;1
Coordenação-Geral de Patentes IV;CGPAT-IV;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Equipamento para Preparo ou Processamento de Massas;15.45%;5;Apoio;1
Divisão de Patentes XVI;DIPAT-XVI;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XVI;DIPAT-XVI;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XVI;DIPAT-XVI;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XVI;DIPAT-XVI;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XVI;DIPAT-XVI;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XVII;DIPAT-XVII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XVII;DIPAT-XVII;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XVII;DIPAT-XVII;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XVII;DIPAT-XVII;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XVII;DIPAT-XVII;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XVIII;DIPAT-XVIII;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XVIII;DIPAT-XVIII;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XVIII;DIPAT-XVIII;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XVIII;DIPAT-XVIII;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XVIII;DIPAT-XVIII;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XIX;DIPAT-XIX;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XIX;DIPAT-XIX;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XIX;DIPAT-XIX;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XIX;DIPAT-XIX;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XIX;DIPAT-XIX;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Divisão de Patentes XX;DIPAT-XX;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;20.53%;1;Apoio;1
Divisão de Patentes XX;DIPAT-XX;Engenharia Nuclear > Tecnologia dos Reatores > Estabelecimento dos Canais de Relacionamento;19.54%;2;Apoio;1
Divisão de Patentes XX;DIPAT-XX;Engenharia Nuclear > Tecnologia dos Reatores > Identificação dos Conhecimentos;18.66%;3;Apoio;1
Divisão de Patentes XX;DIPAT-XX;Engenharia Nuclear > Tecnologia dos Reatores > Retenção e Proteção dos Conhecimentos;17.16%;4;Apoio;1
Divisão de Patentes XX;DIPAT-XX;Engenharia Nuclear > Tecnologia dos Reatores > Definição dos Valores e Princípios;16.95%;5;Apoio;1
Coordenação-Geral do Tratado de Cooperação em Matéria de Patentes;CGPCT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Massas para Cozedura ao Forno;17.19%;1;Apoio;1
Coordenação-Geral do Tratado de Cooperação em Matéria de Patentes;CGPCT;Engenharia Mecânica > Projetos de Máquinas > Aplicação de Materiais Fluentes a Superfícies em Geral;16.36%;2;Apoio;1
Coordenação-Geral do Tratado de Cooperação em Matéria de Patentes;CGPCT;Engenharia Mecânica > Projetos de Máquinas > Acessórios para Escritórios;16.03%;3;Apoio;1
Coordenação-Geral do Tratado de Cooperação em Matéria de Patentes;CGPCT;Engenharia Aeroespacial > Materiais e Processos para Engenharia Aeronáutica e Aeroespacial > Máquinas para Pregar Pregos ou para Grampear em Geral;15.88%;4;Apoio;1
Coordenação-Geral do Tratado de Cooperação em Matéria de Patentes;CGPCT;Farmacologia > Farmacologia Geral > Nanotecnologia Aplicada à Cosmetologia;15.52%;5;Apoio;1
Divisão Internacional do Tratado de Cooperação em Matéria de Patentes;DIPCT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Beneficiamento da Carne;12.79%;1;Apoio;1
Divisão Internacional do Tratado de Cooperação em Matéria de Patentes;DIPCT;Engenharia Mecânica > Processos de Fabricação > Produção da Celulose;12.12%;2;Apoio;1
Divisão Internacional do Tratado de Cooperação em Matéria de Patentes;DIPCT;Ciência da Computação > Metodologia e Técnicas da Computação > Business Intelligence;11.52%;3;Apoio;1
Divisão Internacional do Tratado de Cooperação em Matéria de Patentes;DIPCT;Ciência da Computação > Sistemas de Computação > Linguagem de Programação SQL;11.40%;4;Apoio;1
Divisão Internacional do Tratado de Cooperação em Matéria de Patentes;DIPCT;Engenharia de Produção > Pesquisa Operacional > Promoção da Eficiência Operacional;11.24%;5;Apoio;1
Seção de Recepção do Tratado de Cooperação em Matéria de Patentes;SRPCT;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;16.58%;1;Apoio;1
Seção de Recepção do Tratado de Cooperação em Matéria de Patentes;SRPCT;Engenharia de Minas > Pesquisa Mineral > Vidro;13.51%;2;Apoio;1
Seção de Recepção do Tratado de Cooperação em Matéria de Patentes;SRPCT;Engenharia de Produção > Pesquisa Operacional > Promoção da Eficiência Operacional;13.44%;3;Apoio;1
Seção de Recepção do Tratado de Cooperação em Matéria de Patentes;SRPCT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Beneficiamento da Carne;10.78%;4;Apoio;1
Seção de Recepção do Tratado de Cooperação em Matéria de Patentes;SRPCT;Engenharia de Materiais e Metalúrgica > Materiais Não Metálicos > Inibição da Corrosão de Materiais Metálicos ou Incrustação em Geral;10.23%;5;Apoio;1
Divisão Nacional do Tratado de Cooperação em Matéria de Patentes;DNPCT;Linguística > Linguística Aplicada > Linguística Aplicada ao Exame de Pedidos de Registro de Marcas;23.27%;1;Apoio;1
Divisão Nacional do Tratado de Cooperação em Matéria de Patentes;DNPCT;Engenharia de Materiais e Metalúrgica > Materiais Não Metálicos > Revestimento por Evaporação a Vácuo, Pulverização Catódica, Implantação de Íons ou Deposição Química em Fase de Vapor;17.19%;2;Apoio;1
Divisão Nacional do Tratado de Cooperação em Matéria de Patentes;DNPCT;Engenharia Biomédica > Bioengenharia > Nanotecnologia Voltada para o Uso na Biotecnologia;16.95%;3;Apoio;1
Divisão Nacional do Tratado de Cooperação em Matéria de Patentes;DNPCT;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;15.69%;4;Apoio;1
Divisão Nacional do Tratado de Cooperação em Matéria de Patentes;DNPCT;Engenharia Agrícola > Engenharia de Processamento de Produtos Agrícolas > Instalações de Motores a Gás Quente ou de Produtos de Combustão;14.46%;5;Apoio;1
Coordenação-Geral de Informação Tecnológica de Patentes;COGIT;Engenharia de Minas > Tratamento de Minérios > Geração de Vapor;19.50%;1;Apoio;1
Coordenação-Geral de Informação Tecnológica de Patentes;COGIT;Engenharia de Materiais e Metalúrgica > Metalurgia de Transformação > Tratamento de Ligas ou de Metais Não-ferrosos;18.45%;2;Apoio;1
