Novo;Status;Natureza;Area;Competencia;Instituicao;LogoInstituicao;Tematica;Curso;CH;Link;Modalidade;Nivel;Custo;Publico;Plataforma;Administrador;Objetivo;Imagem;Sigla;Ini-Inscr;Fim-Inscr;Ini-Disp;Fim-Disp;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;INTRODUÇÃO À GESTÃO DE PROCESSOS;25;https://www.escolavirtual.gov.br/curso/679/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;INTRODUÇÃO À GESTÃO DE PROCESSOS;25;https://www.escolavirtual.gov.br/curso/679/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;INTRODUÇÃO À GESTÃO DE PROCESSOS;25;https://www.escolavirtual.gov.br/curso/679/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;INTRODUÇÃO À GESTÃO DE PROCESSOS;25;https://www.escolavirtual.gov.br/curso/679/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;INTRODUÇÃO À GESTÃO DE PROCESSOS;25;https://www.escolavirtual.gov.br/curso/679/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO POR PROCESSOS;INTRODUÇÃO À GESTÃO DE PROCESSOS;25;https://www.escolavirtual.gov.br/curso/679/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;INTRODUÇÃO À GESTÃO DE PROJETOS;20;https://www.escolavirtual.gov.br/curso/104;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;INTRODUÇÃO À GESTÃO DE PROJETOS;20;https://www.escolavirtual.gov.br/curso/104;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;INTRODUÇÃO À GESTÃO DE PROJETOS;20;https://www.escolavirtual.gov.br/curso/104;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;INTRODUÇÃO À GESTÃO DE RISCOS;40;https://www.escolavirtual.gov.br/curso/923/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;INTRODUÇÃO À GESTÃO DE RISCOS;40;https://www.escolavirtual.gov.br/curso/923/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;INTRODUÇÃO À GESTÃO DE RISCOS;40;https://www.escolavirtual.gov.br/curso/923/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;INTRODUÇÃO À GESTÃO DE RISCOS;40;https://www.escolavirtual.gov.br/curso/923/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;INTRODUÇÃO À GESTÃO DE RISCOS;40;https://www.escolavirtual.gov.br/curso/923/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;INTRODUÇÃO À GESTÃO DE RISCOS;40;https://www.escolavirtual.gov.br/curso/923/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ÉTICA;INTRODUÇÃO À GESTÃO E APURAÇÃO DA ÉTICA PÚBLICA;24;https://www.escolavirtual.gov.br/curso/347/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;UNIVERSITY OF HELSINKI;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/helsinki-logo.png;TECNOLOGIA DA INFORMAÇÃO;INTRODUÇÃO À IA;8;https://course.elementsofai.com/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;HARVARD UNIVERSITY;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/harvarduniversity-logo.png;TECNOLOGIA DA INFORMAÇÃO;INTRODUÇÃO À INTELIGENCIA ARTIFICIAL COM PYTHON DO CS50;210;https://pll.harvard.edu/course/cs50s-introduction-artificial-intelligence-python;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LGPD;INTRODUÇÃO À LEI BRASILEIRA DE PROTEÇÃO DE DADOS PESSOAIS;10;https://www.escolavirtual.gov.br/curso/153;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LGPD;INTRODUÇÃO À LEI BRASILEIRA DE PROTEÇÃO DE DADOS PESSOAIS;10;https://www.escolavirtual.gov.br/curso/153;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;INTRODUÇÃO À LIBRAS;60;https://www.escolavirtual.gov.br/curso/11;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;UFSCAR;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ufscar-logo.png;TECNOLOGIA DA INFORMAÇÃO;INTRODUÇÃO À LINGUAGEM DE PROGRAMAÇÃO PYTHON;30;https://cursos.poca.ufscar.br/course/index.php?categoryid=7;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;HARVARD UNIVERSITY;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/harvarduniversity-logo.png;TECNOLOGIA DA INFORMAÇÃO;INTRODUÇÃO À PROGRAMAÇÃO COM PYTHON DO CS50;81;https://pll.harvard.edu/course/cs50s-introduction-programming-python;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;GOOGLE;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/google-logo.png;TECNOLOGIA DA INFORMAÇÃO;INTRODUÇÃO AO CAMINHO DE APRENDIZAGEM DA IA GENERATIVA;20;https://www.cloudskillsboost.google/paths/118;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;AUDITORIA;INTRODUÇÃO AO CONTROLE INTERNO;40;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;AUDITORIA;INTRODUÇÃO AO CONTROLE INTERNO;40;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PLANILHAS ELETRÔNICAS;INTRODUÇÃO AO EXCEL;25;https://www.escolavirtual.gov.br/curso/459;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PLANILHAS ELETRÔNICAS;INTRODUÇÃO AO EXCEL;25;https://www.escolavirtual.gov.br/curso/459;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PLANILHAS ELETRÔNICAS;INTRODUÇÃO AO EXCEL;25;https://www.escolavirtual.gov.br/curso/459;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PLANILHAS ELETRÔNICAS;INTRODUÇÃO AO EXCEL;25;https://www.escolavirtual.gov.br/curso/459;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;UFSCAR;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ufscar-logo.png;DIVERSIDADE;INTRODUÇÃO AOS ESTUDOS DA LÍNGUA BRASILIERA DE SINAIS;30;https://cursos.poca.ufscar.br/login/index.php;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;INTRODUÇÃO ÀS PRÁTICAS ARQUIVÍSTICAS;27;https://www.escolavirtual.gov.br/curso/559;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;KULTIVI;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/kultivi-logo.png;IDIOMAS;JAPONÊS BÁSICO;;https://kultivi.com/cursos/idiomas/japones-basico;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LEGISLAÇÃO DE PESSOAL;LEI 8.112/90 E SUAS ALTERAÇÕES;40;https://www.escolavirtual.gov.br/curso/405/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LEGISLAÇÃO DE PESSOAL;LEI 8.112/90 E SUAS ALTERAÇÕES;40;https://www.escolavirtual.gov.br/curso/405/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LEGISLAÇÃO DE PESSOAL;LEI 8.112/90 E SUAS ALTERAÇÕES;40;https://www.escolavirtual.gov.br/curso/405/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;DEFESA DO USUÁRIO E SIMPLIFICAÇÃO;LEI DE ACESSO À INFORMAÇÃO;12;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;LETRAMENTO RACIAL APLICADO AO SERVIÇO PÚBLICO;30;https://www.escolavirtual.gov.br/curso/1192;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;COMUNICAÇÃO;LIBRAS;60;https://eskadauema.com/course/view.php?id=58;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;IFRS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ifrs-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;LICITAÇÕES - TURMA 2025A;40;https://aprendamais.mec.gov.br/enrol/index.php?id=2000;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;LICITAÇÕES E CONTRATOS ADMINISTRATIVOS: UM OLHAR PARA A LEI 14.133 DE 2021;60;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;LICITAÇÕES E CONTRATOS ADMINISTRATIVOS: UM OLHAR PARA A LEI 14.133 DE 2021;60;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA COMO ESSÊNCIA DA GESTÃO;21;https://suap.enap.gov.br/vitrine/curso/2009/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA COMO ESSÊNCIA DA GESTÃO;21;https://suap.enap.gov.br/vitrine/curso/2009/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA COMO ESSÊNCIA DA GESTÃO;21;https://suap.enap.gov.br/vitrine/curso/2009/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA HUMANIZADA: CONECTORES HUMANOS;20;https://suap.enap.gov.br/vitrine/curso/2015/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA HUMANIZADA: CONECTORES HUMANOS;20;https://suap.enap.gov.br/vitrine/curso/2015/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA;20;https://suap.enap.gov.br/vitrine/curso/2086/?area=7;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA;20;https://suap.enap.gov.br/vitrine/curso/2086/?area=7;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA;20;https://suap.enap.gov.br/vitrine/curso/2086/?area=7;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;LIDERANÇA HUMANIZADA: CONSTRUINDO ESPAÇO DE SEGURANÇA PSICOLÓGICA;20;https://suap.enap.gov.br/vitrine/curso/2086/?area=7;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;HARVARD UNIVERSITY;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/harvarduniversity-logo.png;LIDERANÇA;LIDERANÇA, ÉTICA E RESPONSABILIDADES CORPORATIVA;63;https://pll.harvard.edu/course/leadership-ethics-and-corporate-accountability;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;HARVARD UNIVERSITY;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/harvarduniversity-logo.png;EDUCAÇÃO;LÍDERES DE APRENDIZAGEM;40;https://pll.harvard.edu/course/leaders-learning;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;TCU;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/tcu-logo.png;COMUNICAÇÃO;LINGUAGEM SIMPLES;12;https://contas.tcu.gov.br/ords/f?p=706144:106:105048440273313::NO:106:P106_COD,P106_ORIGEM:248560,3;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LINGUAGEM SIMPLES;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;20;https://www.escolavirtual.gov.br/curso/332;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LINGUAGEM SIMPLES;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;20;https://www.escolavirtual.gov.br/curso/332;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LINGUAGEM SIMPLES;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;20;https://www.escolavirtual.gov.br/curso/332;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COINT;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LINGUAGEM SIMPLES;LINGUAGEM SIMPLES APROXIMA O GOVERNO DAS PESSOAS. COMO USAR?;20;https://www.escolavirtual.gov.br/curso/332;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COINT;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;ENSINO E APRENDIZAGEM;MEDIAÇÃO DO ENSINO E DA APRENDIZAGEM ON-LINE;60;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;ENSINO E APRENDIZAGEM;MEDIAÇÃO DO ENSINO E DA APRENDIZAGEM ON-LINE;60;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;ENSINO E APRENDIZAGEM;MEDIAÇÃO EM EaD (CAPES);30;https://eskadauema.com/course/view.php?id=55;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;IFES;;ENSINO E APRENDIZAGEM;MEDIAÇÃO PEDAGÓGICA NO MOODLE;60;https://mooc.cefor.ifes.edu.br/moodle/enrol/index.php?id=548;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;APURAÇÃO DE CUSTOS;METODOLOGIA COST MODEL APLICADA À ADMINISTRAÇÃO PÚBLICA;25;https://www.escolavirtual.gov.br/curso/811;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ENSINO E APRENDIZAGEM;METODOLOGIAS ATIVAS;25;https://www.escolavirtual.gov.br/curso/628;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;ENSINO E APRENDIZAGEM;METODOLOGIAS ATIVAS NA EDUCAÇÃO;60;https://eskadauema.com/course/view.php?id=67;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;ENSINO E APRENDIZAGEM;METODOLOGIAS ATIVAS NA EDUCAÇÃO;60;https://eskadauema.com/course/view.php?id=67;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;IFES;;ENSINO E APRENDIZAGEM;METODOLOGIAS ATIVAS: EDUCAÇÃO INOVADORA;30;https://mooc.cefor.ifes.edu.br/moodle/enrol/index.php?id=532;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGEI;;FUNDAÇÃO BRADESCO;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/fundacaobradesco-logo.png;PLANILHAS ELETRÔNICAS;MICROSOFT EXCEL 2016 - AVANÇADO;30;https://www.ev.org.br/cursos/microsoft-excel-2016-avancado;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;EDIÇÃO DE VÍDEOS;MÍDIAS PARA EDUCAÇÃO: PRODUÇÃO DE VÍDEOS E LIVES COM QUALIDADE;20;https://www.escolavirtual.gov.br/curso/771;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;IFES;;ENSINO E APRENDIZAGEM;MOODLE 4 PARA EDUCADORES;60;https://mooc.cefor.ifes.edu.br/moodle/enrol/index.php?id=615;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;MULHERES NA LIDERANÇA;20;https://suap.enap.gov.br/vitrine/curso/2375/?area=19;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;MULHERES NO MUNDO DO TRABALHO;30;https://www.escolavirtual.gov.br/curso/1198;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;ENSINO E APRENDIZAGEM;MULTIMEIOS EM EDUCAÇÃO;60;https://eskadauema.com/course/view.php?id=54;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;RESOLUÇÃO DE CONFLITOS;NEGOCIAÇÃO;60;https://eskadauema.com/course/view.php?id=5;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;ENAP ;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;NEURODIVERSIDADE COM FOCO EM TRANSTORNO DO ESPECTRO AUTISTA;1;https://www.escolavirtual.gov.br/curso/1415;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;ENSINO E APRENDIZAGEM;NEUROPEDAGOGIA;60;https://eskadauema.com/course/view.php?id=35;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;NOÇÕES BÁSICAS DE GERENCIAMENTO EM SERVIÇOS ARQUIVÍSTICOS;15;https://www.escolavirtual.gov.br/curso/855;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;NOÇÕES BÁSICAS EM PREVIDÊNCIA COMPLEMENTAR;25;https://www.escolavirtual.gov.br/curso/183;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ENSINO E APRENDIZAGEM;NOÇÕES BÁSICAS PARA COORDENAR CURSOS ON-LINE;20;https://www.escolavirtual.gov.br/curso/198;Autoinstrucional;;;;;;;;;;;;;;
